object_name,object_type,collection,collections,parent,parent_type,parent_bone,location,rotation_mode,rotation_euler_radians,rotation_quaternion,scale,dimensions,material_names,custom_properties,instance_id
AREA_1F_SIDE_ENTRANCE,MESH,Areas,"[""Areas""]",,,,"[1600.0,1505.0,85.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[100.0,60.0,70.0]","[200.0,120.0,140.0]",[],"{""instance_id"":""amidst:school:object:9c389519-40e4-5f07-bb57-8aa0e9e080c2""}",amidst:school:object:9c389519-40e4-5f07-bb57-8aa0e9e080c2
AREA_1F_STORAGE,MESH,Areas,"[""Areas""]",,,,"[1630.0,545.0,85.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[130.0,105.0,70.0]","[260.0,210.0,140.0]",[],"{""instance_id"":""amidst:school:object:2b2ea663-010e-52b9-add6-e775ae97c5a1""}",amidst:school:object:2b2ea663-010e-52b9-add6-e775ae97c5a1
AREA_2F_BALCONY_LEFT,MESH,Areas,"[""Areas""]",,,,"[800.0,840.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[140.0,60.0,70.0]","[280.0,120.0,140.0]",[],"{""instance_id"":""amidst:school:object:81d09a87-bd0a-5f1c-b216-4546ce7c8468""}",amidst:school:object:81d09a87-bd0a-5f1c-b216-4546ce7c8468
AREA_2F_BALCONY_RIGHT,MESH,Areas,"[""Areas""]",,,,"[1230.0,840.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[140.0,60.0,70.0]","[280.0,120.0,140.0]",[],"{""instance_id"":""amidst:school:object:30af35cf-f70e-5e62-afef-26d871dc2c37""}",amidst:school:object:30af35cf-f70e-5e62-afef-26d871dc2c37
AREA_2F_CLASS201,MESH,Areas,"[""Areas""]",,,,"[360.0,430.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[128.0,195.0,70.0]","[256.0,390.0,140.0]",[],"{""instance_id"":""amidst:school:object:5e02cab2-449d-55f9-9e1c-adf9e293a383""}",amidst:school:object:5e02cab2-449d-55f9-9e1c-adf9e293a383
AREA_2F_CLASS202,MESH,Areas,"[""Areas""]",,,,"[360.0,835.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[128.0,195.0,70.0]","[256.0,390.0,140.0]",[],"{""instance_id"":""amidst:school:object:6da18d60-c536-5d59-bf35-f1b0909185ed""}",amidst:school:object:6da18d60-c536-5d59-bf35-f1b0909185ed
AREA_2F_CLASS203,MESH,Areas,"[""Areas""]",,,,"[360.0,1240.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[128.0,195.0,70.0]","[256.0,390.0,140.0]",[],"{""instance_id"":""amidst:school:object:c4bcab4f-b98c-5552-865e-a8f145f8a17c""}",amidst:school:object:c4bcab4f-b98c-5552-865e-a8f145f8a17c
AREA_2F_CLASS204,MESH,Areas,"[""Areas""]",,,,"[360.0,1640.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[128.0,195.0,70.0]","[256.0,390.0,140.0]",[],"{""instance_id"":""amidst:school:object:fd5e2960-e09f-5a36-bfe7-ec0ce1b3c194""}",amidst:school:object:fd5e2960-e09f-5a36-bfe7-ec0ce1b3c194
AREA_2F_ELEVATOR,MESH,Areas,"[""Areas""]",,,,"[1010.0,800.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[80.0,100.0,70.0]","[160.0,200.0,140.0]",[],"{""instance_id"":""amidst:school:object:d10234c1-7215-5d22-aacf-7a049b47b823""}",amidst:school:object:d10234c1-7215-5d22-aacf-7a049b47b823
AREA_2F_GALLERY,MESH,Areas,"[""Areas""]",,,,"[1000.0,400.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[500.0,100.0,70.0]","[1000.0,200.0,140.0]",[],"{""instance_id"":""amidst:school:object:edcb852e-3347-5719-b8fc-c08fa66e9377""}",amidst:school:object:edcb852e-3347-5719-b8fc-c08fa66e9377
AREA_2F_LADYSROOM,MESH,Areas,"[""Areas""]",,,,"[295.0,2103.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[63.46648025512695,118.0,70.0]","[126.9329605102539,236.0,140.0]",[],"{""instance_id"":""amidst:school:object:c5c01260-65a6-5c80-931a-c94c1c248932""}",amidst:school:object:c5c01260-65a6-5c80-931a-c94c1c248932
AREA_2F_MEETINGROOM,MESH,Areas,"[""Areas""]",,,,"[1630.0,500.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[130.0,260.0,70.0]","[260.0,520.0,140.0]",[],"{""instance_id"":""amidst:school:object:2e61736d-8b68-53ca-861f-3f8bc516a715""}",amidst:school:object:2e61736d-8b68-53ca-861f-3f8bc516a715
AREA_2F_MENSROOM,MESH,Areas,"[""Areas""]",,,,"[427.0,2103.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[63.46648025512695,118.0,70.0]","[126.9329605102539,236.0,140.0]",[],"{""instance_id"":""amidst:school:object:15197db5-da35-500f-bb4d-ebdea984a5c0""}",amidst:school:object:15197db5-da35-500f-bb4d-ebdea984a5c0
AREA_2F_OFFICE,MESH,Areas,"[""Areas""]",,,,"[1320.0,2010.0,230.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[175.0,300.0,70.0]","[350.0,600.0,140.0]",[],"{""instance_id"":""amidst:school:object:196fbebf-392b-5193-bbda-18b137a48768""}",amidst:school:object:196fbebf-392b-5193-bbda-18b137a48768
AREA_STAIR01,MESH,Areas,"[""Areas""]",,,,"[1600.0,1370.0,85.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[100.0,60.0,70.0]","[200.0,120.0,140.0]",[],"{""instance_id"":""amidst:school:object:882d90f7-3bb6-5650-8734-55bd79590c85""}",amidst:school:object:882d90f7-3bb6-5650-8734-55bd79590c85
AREA_STAIR02,MESH,Areas,"[""Areas""]",,,,"[575.0,2070.0,85.0]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[70.0,90.0,70.0]","[140.0,180.0,140.0]",[],"{""instance_id"":""amidst:school:object:568e41fc-f158-56d5-add0-0c227279b9c2""}",amidst:school:object:568e41fc-f158-56d5-add0-0c227279b9c2
Accoudoir,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:e70568a1-832b-5822-b07b-3377193658f4""}",amidst:school:object:e70568a1-832b-5822-b07b-3377193658f4
Accoudoir.001,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.001,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.002""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:f6826a87-cb59-54c8-814e-1de4da4a909c""}",amidst:school:object:f6826a87-cb59-54c8-814e-1de4da4a909c
Accoudoir.002,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.002,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.003""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:089ef2ee-f863-57fd-9a8f-90e6525c8672""}",amidst:school:object:089ef2ee-f863-57fd-9a8f-90e6525c8672
Accoudoir.003,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.003,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61417770385742,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.004""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:52adf0fe-2c45-58ee-8134-83de583c480f""}",amidst:school:object:52adf0fe-2c45-58ee-8134-83de583c480f
Accoudoir.004,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.004,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61417770385742,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.005""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:6495432a-40c9-57e2-bc2c-2eb2c5e2c268""}",amidst:school:object:6495432a-40c9-57e2-bc2c-2eb2c5e2c268
Accoudoir.005,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.005,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.006""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:a1eb819e-d403-5207-85c1-5099e21a3304""}",amidst:school:object:a1eb819e-d403-5207-85c1-5099e21a3304
Accoudoir.006,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.006,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.007""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:959bad0b-daea-5ab2-96ba-f53902b43b50""}",amidst:school:object:959bad0b-daea-5ab2-96ba-f53902b43b50
Accoudoir.007,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.007,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.008""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:e1d8a99f-24a1-5bb8-aad7-f298754bc18a""}",amidst:school:object:e1d8a99f-24a1-5bb8-aad7-f298754bc18a
Accoudoir.008,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.008,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.009""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:67d412e4-a57a-57ee-ad35-9ce6bc92b72b""}",amidst:school:object:67d412e4-a57a-57ee-ad35-9ce6bc92b72b
Accoudoir.009,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.009,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.010""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:d2578511-cea0-53ae-bba9-a3e126b10d30""}",amidst:school:object:d2578511-cea0-53ae-bba9-a3e126b10d30
Accoudoir.010,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.010,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.011""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:96aedbd4-6c62-5644-a90d-812ebd312184""}",amidst:school:object:96aedbd4-6c62-5644-a90d-812ebd312184
Accoudoir.011,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.011,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61417770385742,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.012""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:a9adcca6-f7a0-5270-8490-4f34d11ea8a2""}",amidst:school:object:a9adcca6-f7a0-5270-8490-4f34d11ea8a2
Accoudoir.012,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.012,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61417770385742,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.013""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:5dd4825b-3e1e-56c1-a4d2-dd9803dc63fb""}",amidst:school:object:5dd4825b-3e1e-56c1-a4d2-dd9803dc63fb
Accoudoir.013,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.013,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.014""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:01981bf2-68c9-5f53-ab24-c2324b1bdd13""}",amidst:school:object:01981bf2-68c9-5f53-ab24-c2324b1bdd13
Accoudoir.014,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.014,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.015""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:f4bd4a27-3fb8-5fa6-bac5-e2377fadcc2f""}",amidst:school:object:f4bd4a27-3fb8-5fa6-bac5-e2377fadcc2f
Accoudoir.015,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.015,OBJECT,,"[0.26176396012306213,-0.05890941619873047,0.43331289291381836]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[35.61440658569336,21.935470581054688,16.7032527923584]","[""Siège théatre - Velvet.016""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:c5bfbb34-c7af-53fa-836a-360af38fffd5""}",amidst:school:object:c5bfbb34-c7af-53fa-836a-360af38fffd5
Armature,ARMATURE,Rigged box model,"[""Rigged box model""]",Rigged box model,OBJECT,,"[-1.9041692667087773e-09,-4.340607873132285e-09,0.0]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[33.88187026977539,33.875755310058594,18.49481964111328]",[],"{""instance_id"":""amidst:school:object:57d33b89-4015-53b7-8b1e-c7007952ab05"",""projectile_props"":{}}",amidst:school:object:57d33b89-4015-53b7-8b1e-c7007952ab05
Arrow,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[-0.01995038613677025,-0.03043244406580925,0.6442301869392395]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.0046516358852386475,0.0008337181061506271,0.00928187370300293]","[""Arrow""]","{""instance_id"":""amidst:school:object:b6c7d846-b5db-5579-98d3-89e8df381964""}",amidst:school:object:b6c7d846-b5db-5579-98d3-89e8df381964
Arrow.001,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[-0.01995038613677025,-0.03043244406580925,0.6442301869392395]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.0046516358852386475,0.0008337181061506271,0.00928187370300293]","[""Arrow""]","{""instance_id"":""amidst:school:object:0fb3fe88-fb03-5c79-87c3-f9a488d8656e""}",amidst:school:object:0fb3fe88-fb03-5c79-87c3-f9a488d8656e
Arrow.002,MESH,Myanmar-student low poly Character,"[""Myanmar-student low poly Character""]",,,,"[-0.01995038613677025,-0.03043244406580925,0.6442301869392395]",XYZ,"[0.0,-0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[0.0046516358852386475,0.0008337181061506271,0.00928187370300293]","[""Arrow""]","{""instance_id"":""amidst:school:object:3f46237e-95d9-59b6-a137-cd2f33afa575""}",amidst:school:object:3f46237e-95d9-59b6-a137-cd2f33afa575
Assise,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:cb5d1677-012b-5b5b-a690-baa85f5b984a""}",amidst:school:object:cb5d1677-012b-5b5b-a690-baa85f5b984a
Assise.001,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.001,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet.002""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:107c0db5-8434-545e-a0e7-2bfdd279e715""}",amidst:school:object:107c0db5-8434-545e-a0e7-2bfdd279e715
Assise.002,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.002,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet.003""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:f5b6ce00-8663-52ba-8336-d8d47c84616b""}",amidst:school:object:f5b6ce00-8663-52ba-8336-d8d47c84616b
Assise.003,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.003,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet.004""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:164669e5-8c16-5a65-b36e-712603d7dae7""}",amidst:school:object:164669e5-8c16-5a65-b36e-712603d7dae7
Assise.004,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.004,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet.005""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:c690e6f3-a9b1-5120-83db-66ac54b7b408""}",amidst:school:object:c690e6f3-a9b1-5120-83db-66ac54b7b408
Assise.005,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.005,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet.006""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:8d3c2ed8-fa16-5b19-894f-052748508a4a""}",amidst:school:object:8d3c2ed8-fa16-5b19-894f-052748508a4a
Assise.006,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.006,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet.007""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:cca64e76-3f18-5fac-82fc-76acaa7c2441""}",amidst:school:object:cca64e76-3f18-5fac-82fc-76acaa7c2441
Assise.007,MESH,Theatre Chair,"[""Theatre Chair""]",Theatre Chair.007,OBJECT,,"[0.0,-0.21437279880046844,0.3049812316894531]",XYZ,"[0.0,0.0,0.0]","[1.0,0.0,0.0,0.0]","[1.0,1.0,1.0]","[26.72646713256836,30.443408966064453,12.571383476257324]","[""Siège théatre - Velvet.008""]","{""ant_landscape"":{},""cycles"":{},""graswald"":{},""instance_id"":""amidst:school:object:1667bbda-b038-5e0f-a57c-ffe704642cb3""}",amidst:school:object:1667bbda-b038-5e0f-a57c-ffe704642cb3
